date,year,month,day,day_of_week,day_of_year,week_of_year,is_weekend,is_holiday,is_peak_season,is_school_holiday,temperature,rain_probability,is_rainy,visitors
2021-11-27,2021,11,27,5,331,47,1,0,0,1,65,0.18,0,40568
2021-11-28,2021,11,28,6,332,47,1,0,0,1,68,0.18,0,47337
2021-11-29,2021,11,29,0,333,48,0,0,0,1,68,0.18,0,27243
2021-11-30,2021,11,30,1,334,48,0,0,0,1,70,0.18,1,29891
2021-12-01,2021,12,1,2,335,48,0,0,1,0,69,0.15,0,34571
2021-12-02,2021,12,2,3,336,48,0,0,1,0,68,0.15,0,38845
2021-12-03,2021,12,3,4,337,48,0,0,1,0,62,0.15,0,43640
2021-12-04,2021,12,4,5,338,48,1,0,1,0,68,0.15,0,48790
2021-12-05,2021,12,5,6,339,48,1,0,1,0,65,0.15,0,37343
2021-12-06,2021,12,6,0,340,49,0,0,1,0,66,0.15,0,28894
2021-12-07,2021,12,7,1,341,49,0,0,1,0,69,0.15,0,28482
2021-12-08,2021,12,8,2,342,49,0,0,1,0,61,0.15,0,32365
2021-12-09,2021,12,9,3,343,49,0,0,1,0,70,0.15,0,28846
2021-12-10,2021,12,10,4,344,49,0,0,1,0,69,0.15,0,38583
2021-12-11,2021,12,11,5,345,49,1,0,1,0,65,0.15,1,47025
2021-12-12,2021,12,12,6,346,49,1,0,1,0,65,0.15,0,38594
2021-12-13,2021,12,13,0,347,50,0,0,1,0,61,0.15,1,30400
2021-12-14,2021,12,14,1,348,50,0,0,1,0,61,0.15,1,29575
2021-12-15,2021,12,15,2,349,50,0,0,1,0,61,0.15,0,32496
2021-12-16,2021,12,16,3,350,50,0,0,1,0,69,0.15,0,25568
2021-12-17,2021,12,17,4,351,50,0,0,1,0,60,0.15,1,31782
2021-12-18,2021,12,18,5,352,50,1,0,1,0,64,0.15,0,45452
2021-12-19,2021,12,19,6,353,50,1,0,1,0,67,0.15,0,46347
2021-12-20,2021,12,20,0,354,51,0,0,1,1,61,0.15,0,48374
2021-12-21,2021,12,21,1,355,51,0,0,1,1,64,0.15,0,42239
2021-12-22,2021,12,22,2,356,51,0,0,1,1,67,0.15,0,47689
2021-12-23,2021,12,23,3,357,51,0,0,1,1,69,0.15,0,50966
2021-12-24,2021,12,24,4,358,51,0,1,1,1,64,0.15,0,55406
2021-12-25,2021,12,25,5,359,51,1,1,1,1,61,0.15,1,68183
2021-12-26,2021,12,26,6,360,51,1,0,1,1,62,0.15,0,71638
2021-12-27,2021,12,27,0,361,52,0,0,1,1,65,0.15,0,49738
2021-12-28,2021,12,28,1,362,52,0,0,1,1,70,0.15,0,45097
2021-12-29,2021,12,29,2,363,52,0,0,1,1,70,0.15,0,52889
2021-12-30,2021,12,30,3,364,52,0,0,1,1,64,0.15,0,52863
2021-12-31,2021,12,31,4,365,52,0,1,1,1,70,0.15,0,56567
2022-01-01,2022,1,1,5,1,52,1,1,0,0,63,0.15,0,62558
2022-01-02,2022,1,2,6,2,52,1,0,0,0,63,0.15,0,46523
2022-01-03,2022,1,3,0,3,1,0,0,0,0,64,0.15,0,40300
2022-01-04,2022,1,4,1,4,1,0,0,0,0,61,0.15,0,31119
2022-01-05,2022,1,5,2,5,1,0,0,0,0,68,0.15,1,27925
2022-01-06,2022,1,6,3,6,1,0,0,0,0,61,0.15,0,33226
2022-01-07,2022,1,7,4,7,1,0,0,0,0,69,0.15,0,34859
2022-01-08,2022,1,8,5,8,1,1,0,0,0,61,0.15,0,42304
2022-01-09,2022,1,9,6,9,1,1,0,0,0,69,0.15,0,43703
2022-01-10,2022,1,10,0,10,2,0,0,0,0,68,0.15,0,27970
2022-01-11,2022,1,11,1,11,2,0,0,0,0,62,0.15,0,32992
2022-01-12,2022,1,12,2,12,2,0,0,0,0,69,0.15,0,24218
2022-01-13,2022,1,13,3,13,2,0,0,0,0,66,0.15,0,31671
2022-01-14,2022,1,14,4,14,2,0,0,0,0,63,0.15,0,38266
2022-01-15,2022,1,15,5,15,2,1,0,0,0,65,0.15,0,46989
2022-01-16,2022,1,16,6,16,2,1,0,0,0,63,0.15,0,40173
2022-01-17,2022,1,17,0,17,3,0,1,0,0,69,0.15,0,33492
2022-01-18,2022,1,18,1,18,3,0,0,0,0,66,0.15,0,25677
2022-01-19,2022,1,19,2,19,3,0,0,0,0,60,0.15,0,29315
2022-01-20,2022,1,20,3,20,3,0,0,0,0,62,0.15,0,34127
2022-01-21,2022,1,21,4,21,3,0,0,0,0,62,0.15,0,39033
2022-01-22,2022,1,22,5,22,3,1,0,0,0,60,0.15,0,40084
2022-01-23,2022,1,23,6,23,3,1,0,0,0,65,0.15,0,47270
2022-01-24,2022,1,24,0,24,4,0,0,0,0,70,0.15,0,28501
2022-01-25,2022,1,25,1,25,4,0,0,0,0,68,0.15,0,25866
2022-01-26,2022,1,26,2,26,4,0,0,0,0,67,0.15,0,31941
2022-01-27,2022,1,27,3,27,4,0,0,0,0,70,0.15,0,31606
2022-01-28,2022,1,28,4,28,4,0,0,0,0,66,0.15,0,36425
2022-01-29,2022,1,29,5,29,4,1,0,0,0,69,0.15,0,47308
2022-01-30,2022,1,30,6,30,4,1,0,0,0,67,0.15,0,36150
2022-01-31,2022,1,31,0,31,5,0,0,0,0,65,0.15,0,26524
2022-02-01,2022,2,1,1,32,5,0,0,0,0,71,0.18,0,24605
2022-02-02,2022,2,2,2,33,5,0,0,0,0,65,0.18,0,28252
2022-02-03,2022,2,3,3,34,5,0,0,0,0,72,0.18,1,29243
2022-02-04,2022,2,4,4,35,5,0,0,0,0,72,0.18,1,40267
2022-02-05,2022,2,5,5,36,5,1,0,0,0,71,0.18,0,46583
2022-02-06,2022,2,6,6,37,5,1,0,0,0,66,0.18,0,41723
2022-02-07,2022,2,7,0,38,6,0,0,0,0,69,0.18,0,29685
2022-02-08,2022,2,8,1,39,6,0,0,0,0,71,0.18,1,27813
2022-02-09,2022,2,9,2,40,6,0,0,0,0,64,0.18,0,29269
2022-02-10,2022,2,10,3,41,6,0,0,0,0,64,0.18,0,29703
2022-02-11,2022,2,11,4,42,6,0,0,0,0,71,0.18,0,31486
2022-02-12,2022,2,12,5,43,6,1,0,0,0,65,0.18,0,38862
2022-02-13,2022,2,13,6,44,6,1,0,0,0,71,0.18,0,33586
2022-02-14,2022,2,14,0,45,7,0,0,0,0,67,0.18,0,31452
2022-02-15,2022,2,15,1,46,7,0,0,0,0,68,0.18,0,27542
2022-02-16,2022,2,16,2,47,7,0,0,0,0,64,0.18,0,28914
2022-02-17,2022,2,17,3,48,7,0,0,0,0,70,0.18,0,31575
2022-02-18,2022,2,18,4,49,7,0,0,0,0,73,0.18,0,33334
2022-02-19,2022,2,19,5,50,7,1,0,0,0,71,0.18,0,39096
2022-02-20,2022,2,20,6,51,7,1,0,0,0,64,0.18,0,39874
2022-02-21,2022,2,21,0,52,8,0,1,0,0,68,0.18,1,33666
2022-02-22,2022,2,22,1,53,8,0,0,0,0,68,0.18,0,22191
2022-02-23,2022,2,23,2,54,8,0,0,0,0,70,0.18,0,21684
2022-02-24,2022,2,24,3,55,8,0,0,0,0,72,0.18,0,26391
2022-02-25,2022,2,25,4,56,8,0,0,0,0,67,0.18,0,38963
2022-02-26,2022,2,26,5,57,8,1,0,0,0,71,0.18,0,36609
2022-02-27,2022,2,27,6,58,8,1,0,0,0,63,0.18,0,35100
2022-02-28,2022,2,28,0,59,9,0,0,0,0,71,0.18,0,30984
2022-03-01,2022,3,1,1,60,9,0,0,1,1,76,0.2,1,44269
2022-03-02,2022,3,2,2,61,9,0,0,1,1,73,0.2,0,40571
2022-03-03,2022,3,3,3,62,9,0,0,1,1,70,0.2,0,40770
2022-03-04,2022,3,4,4,63,9,0,0,1,1,69,0.2,1,52250
2022-03-05,2022,3,5,5,64,9,1,0,1,1,76,0.2,0,69893
2022-03-06,2022,3,6,6,65,9,1,0,1,1,77,0.2,0,58144
2022-03-07,2022,3,7,0,66,10,0,0,1,1,72,0.2,0,37727
2022-03-08,2022,3,8,1,67,10,0,0,1,1,67,0.2,0,42215
2022-03-09,2022,3,9,2,68,10,0,0,1,1,69,0.2,0,45482
2022-03-10,2022,3,10,3,69,10,0,0,1,1,68,0.2,0,73403
2022-03-11,2022,3,11,4,70,10,0,0,1,1,77,0.2,1,78910
2022-03-12,2022,3,12,5,71,10,1,0,1,1,75,0.2,1,80000
2022-03-13,2022,3,13,6,72,10,1,0,1,1,69,0.2,1,80000
2022-03-14,2022,3,14,0,73,11,0,0,1,1,68,0.2,1,72543
2022-03-15,2022,3,15,1,74,11,0,0,1,1,70,0.2,1,55300
2022-03-16,2022,3,16,2,75,11,0,0,1,1,68,0.2,0,54833
2022-03-17,2022,3,17,3,76,11,0,0,1,1,67,0.2,0,69884
2022-03-18,2022,3,18,4,77,11,0,0,1,1,72,0.2,0,66128
2022-03-19,2022,3,19,5,78,11,1,0,1,1,76,0.2,0,72256
2022-03-20,2022,3,20,6,79,11,1,0,1,1,74,0.2,0,80000
2022-03-21,2022,3,21,0,80,12,0,0,1,1,76,0.2,0,60681
2022-03-22,2022,3,22,1,81,12,0,0,1,1,76,0.2,0,53274
2022-03-23,2022,3,23,2,82,12,0,0,1,1,68,0.2,0,65515
2022-03-24,2022,3,24,3,83,12,0,0,1,1,75,0.2,0,59591
2022-03-25,2022,3,25,4,84,12,0,0,1,1,69,0.2,0,79122
2022-03-26,2022,3,26,5,85,12,1,0,1,1,74,0.2,0,80000
2022-03-27,2022,3,27,6,86,12,1,0,1,1,74,0.2,0,79571
2022-03-28,2022,3,28,0,87,13,0,0,1,1,69,0.2,0,60389
2022-03-29,2022,3,29,1,88,13,0,0,1,1,69,0.2,0,54914
2022-03-30,2022,3,30,2,89,13,0,0,1,1,72,0.2,1,70985
2022-03-31,2022,3,31,3,90,13,0,0,1,1,67,0.2,0,70600
2022-04-01,2022,4,1,4,91,13,0,0,1,1,76,0.22,0,64903
2022-04-02,2022,4,2,5,92,13,1,0,1,1,73,0.22,0,80000
2022-04-03,2022,4,3,6,93,13,1,0,1,1,75,0.22,1,80000
2022-04-04,2022,4,4,0,94,14,0,0,1,1,81,0.22,0,67138
2022-04-05,2022,4,5,1,95,14,0,0,1,1,77,0.22,0,59655
2022-04-06,2022,4,6,2,96,14,0,0,1,1,77,0.22,0,72338
2022-04-07,2022,4,7,3,97,14,0,0,1,1,83,0.22,1,71796
2022-04-08,2022,4,8,4,98,14,0,0,1,1,76,0.22,0,80000
2022-04-09,2022,4,9,5,99,14,1,0,1,1,75,0.22,0,80000
2022-04-10,2022,4,10,6,100,14,1,0,1,1,77,0.22,0,80000
2022-04-11,2022,4,11,0,101,15,0,0,1,1,83,0.22,0,66590
2022-04-12,2022,4,12,1,102,15,0,0,1,1,76,0.22,0,59047
2022-04-13,2022,4,13,2,103,15,0,0,1,1,80,0.22,0,61592
2022-04-14,2022,4,14,3,104,15,0,0,1,1,76,0.22,1,66110
2022-04-15,2022,4,15,4,105,15,0,0,1,1,83,0.22,0,76349
2022-04-16,2022,4,16,5,106,15,1,0,1,1,80,0.22,0,80000
2022-04-17,2022,4,17,6,107,15,1,0,1,1,78,0.22,0,71275
2022-04-18,2022,4,18,0,108,16,0,0,1,1,83,0.22,0,57563
2022-04-19,2022,4,19,1,109,16,0,0,1,1,77,0.22,0,71101
2022-04-20,2022,4,20,2,110,16,0,0,1,1,76,0.22,0,61933
2022-04-21,2022,4,21,3,111,16,0,0,1,1,76,0.22,0,47994
2022-04-22,2022,4,22,4,112,16,0,0,1,1,76,0.22,0,51101
2022-04-23,2022,4,23,5,113,16,1,0,1,1,83,0.22,0,69582
2022-04-24,2022,4,24,6,114,16,1,0,1,1,81,0.22,0,59362
2022-04-25,2022,4,25,0,115,17,0,0,1,1,76,0.22,0,36980
2022-04-26,2022,4,26,1,116,17,0,0,1,1,81,0.22,0,44034
2022-04-27,2022,4,27,2,117,17,0,0,1,1,82,0.22,0,51405
2022-04-28,2022,4,28,3,118,17,0,0,1,1,78,0.22,0,49297
2022-04-29,2022,4,29,4,119,17,0,0,1,1,82,0.22,0,62650
2022-04-30,2022,4,30,5,120,17,1,0,1,1,79,0.22,0,75599
2022-05-01,2022,5,1,6,121,17,1,0,0,0,86,0.28,1,59484
2022-05-02,2022,5,2,0,122,18,0,0,0,0,79,0.28,1,41262
2022-05-03,2022,5,3,1,123,18,0,0,0,0,84,0.28,0,37995
2022-05-04,2022,5,4,2,124,18,0,0,0,0,79,0.28,1,43892
2022-05-05,2022,5,5,3,125,18,0,0,0,0,77,0.28,1,38807
2022-05-06,2022,5,6,4,126,18,0,0,0,0,86,0.28,0,48001
2022-05-07,2022,5,7,5,127,18,1,0,0,0,81,0.28,1,60545
2022-05-08,2022,5,8,6,128,18,1,0,0,0,78,0.28,0,53973
2022-05-09,2022,5,9,0,129,19,0,0,0,0,86,0.28,0,38574
2022-05-10,2022,5,10,1,130,19,0,0,0,0,82,0.28,1,37400
2022-05-11,2022,5,11,2,131,19,0,0,0,0,86,0.28,0,45565
2022-05-12,2022,5,12,3,132,19,0,0,0,0,85,0.28,1,36349
2022-05-13,2022,5,13,4,133,19,0,0,0,0,77,0.28,0,49465
2022-05-14,2022,5,14,5,134,19,1,0,0,0,80,0.28,0,62139
2022-05-15,2022,5,15,6,135,19,1,0,0,0,77,0.28,1,59626
2022-05-16,2022,5,16,0,136,20,0,0,0,0,77,0.28,1,37172
2022-05-17,2022,5,17,1,137,20,0,0,0,0,84,0.28,0,29101
2022-05-18,2022,5,18,2,138,20,0,0,0,0,87,0.28,1,37365
2022-05-19,2022,5,19,3,139,20,0,0,0,0,78,0.28,1,42706
2022-05-20,2022,5,20,4,140,20,0,0,0,0,77,0.28,0,50380
2022-05-21,2022,5,21,5,141,20,1,0,0,0,87,0.28,0,55162
2022-05-22,2022,5,22,6,142,20,1,0,0,0,84,0.28,0,56535
2022-05-23,2022,5,23,0,143,21,0,0,0,0,80,0.28,0,43089
2022-05-24,2022,5,24,1,144,21,0,0,0,0,79,0.28,0,33403
2022-05-25,2022,5,25,2,145,21,0,0,0,0,80,0.28,1,41062
2022-05-26,2022,5,26,3,146,21,0,0,0,0,87,0.28,0,39024
2022-05-27,2022,5,27,4,147,21,0,0,0,0,81,0.28,0,45861
2022-05-28,2022,5,28,5,148,21,1,0,0,0,77,0.28,0,57874
2022-05-29,2022,5,29,6,149,21,1,0,0,0,87,0.28,0,63381
2022-05-30,2022,5,30,0,150,22,0,1,0,0,77,0.28,1,39808
2022-05-31,2022,5,31,1,151,22,0,0,0,0,79,0.28,1,33028
2022-06-01,2022,6,1,2,152,22,0,0,1,1,86,0.45,0,46087
2022-06-02,2022,6,2,3,153,22,0,0,1,1,81,0.45,1,44286
2022-06-03,2022,6,3,4,154,22,0,0,1,1,91,0.45,1,66462
2022-06-04,2022,6,4,5,155,22,1,0,1,1,82,0.45,1,76102
2022-06-05,2022,6,5,6,156,22,1,0,1,1,87,0.45,0,69392
2022-06-06,2022,6,6,0,157,23,0,0,1,1,81,0.45,0,43236
2022-06-07,2022,6,7,1,158,23,0,0,1,1,87,0.45,0,42840
2022-06-08,2022,6,8,2,159,23,0,0,1,1,84,0.45,0,46278
2022-06-09,2022,6,9,3,160,23,0,0,1,1,90,0.45,1,52089
2022-06-10,2022,6,10,4,161,23,0,0,1,1,86,0.45,1,54547
2022-06-11,2022,6,11,5,162,23,1,0,1,1,88,0.45,0,79415
2022-06-12,2022,6,12,6,163,23,1,0,1,1,89,0.45,0,68286
2022-06-13,2022,6,13,0,164,24,0,0,1,1,86,0.45,1,40740
2022-06-14,2022,6,14,1,165,24,0,0,1,1,91,0.45,1,41651
2022-06-15,2022,6,15,2,166,24,0,0,1,1,89,0.45,0,46244
2022-06-16,2022,6,16,3,167,24,0,0,1,1,84,0.45,0,48627
2022-06-17,2022,6,17,4,168,24,0,0,1,1,86,0.45,0,52952
2022-06-18,2022,6,18,5,169,24,1,0,1,1,88,0.45,1,69113
2022-06-19,2022,6,19,6,170,24,1,1,1,1,89,0.45,0,74304
2022-06-20,2022,6,20,0,171,25,0,1,1,1,83,0.45,0,46478
2022-06-21,2022,6,21,1,172,25,0,0,1,1,82,0.45,0,44514
2022-06-22,2022,6,22,2,173,25,0,0,1,1,86,0.45,0,51567
2022-06-23,2022,6,23,3,174,25,0,0,1,1,84,0.45,0,51768
2022-06-24,2022,6,24,4,175,25,0,0,1,1,81,0.45,0,59169
2022-06-25,2022,6,25,5,176,25,1,0,1,1,88,0.45,0,73620
2022-06-26,2022,6,26,6,177,25,1,0,1,1,89,0.45,0,66149
2022-06-27,2022,6,27,0,178,26,0,0,1,1,89,0.45,0,46560
2022-06-28,2022,6,28,1,179,26,0,0,1,1,82,0.45,0,52936
2022-06-29,2022,6,29,2,180,26,0,0,1,1,89,0.45,0,57432
2022-06-30,2022,6,30,3,181,26,0,0,1,1,87,0.45,0,51673
2022-07-01,2022,7,1,4,182,26,0,0,1,1,87,0.5,0,80000
2022-07-02,2022,7,2,5,183,26,1,0,1,1,89,0.5,1,80000
2022-07-03,2022,7,3,6,184,26,1,0,1,1,91,0.5,0,80000
2022-07-04,2022,7,4,0,185,27,0,1,1,1,90,0.5,1,72128
2022-07-05,2022,7,5,1,186,27,0,0,1,1,88,0.5,0,67130
2022-07-06,2022,7,6,2,187,27,0,0,1,1,86,0.5,0,77929
2022-07-07,2022,7,7,3,188,27,0,0,1,1,83,0.5,1,80000
2022-07-08,2022,7,8,4,189,27,0,0,1,1,88,0.5,0,66350
2022-07-09,2022,7,9,5,190,27,1,0,1,1,85,0.5,1,71311
2022-07-10,2022,7,10,6,191,27,1,0,1,1,88,0.5,1,68965
2022-07-11,2022,7,11,0,192,28,0,0,1,1,88,0.5,0,52201
2022-07-12,2022,7,12,1,193,28,0,0,1,1,86,0.5,1,44850
2022-07-13,2022,7,13,2,194,28,0,0,1,1,84,0.5,1,48596
2022-07-14,2022,7,14,3,195,28,0,0,1,1,91,0.5,1,61405
2022-07-15,2022,7,15,4,196,28,0,0,1,1,84,0.5,1,65240
2022-07-16,2022,7,16,5,197,28,1,0,1,1,85,0.5,0,72188
2022-07-17,2022,7,17,6,198,28,1,0,1,1,92,0.5,1,70236
2022-07-18,2022,7,18,0,199,29,0,0,1,1,83,0.5,0,57884
2022-07-19,2022,7,19,1,200,29,0,0,1,1,89,0.5,1,46264
2022-07-20,2022,7,20,2,201,29,0,0,1,1,83,0.5,1,54823
2022-07-21,2022,7,21,3,202,29,0,0,1,1,93,0.5,1,57751
2022-07-22,2022,7,22,4,203,29,0,0,1,1,91,0.5,0,60804
2022-07-23,2022,7,23,5,204,29,1,0,1,1,93,0.5,0,69693
2022-07-24,2022,7,24,6,205,29,1,0,1,1,93,0.5,0,72608
2022-07-25,2022,7,25,0,206,30,0,0,1,1,83,0.5,0,48396
2022-07-26,2022,7,26,1,207,30,0,0,1,1,87,0.5,1,57203
2022-07-27,2022,7,27,2,208,30,0,0,1,1,89,0.5,0,44739
2022-07-28,2022,7,28,3,209,30,0,0,1,1,85,0.5,0,63380
2022-07-29,2022,7,29,4,210,30,0,0,1,1,91,0.5,1,64368
2022-07-30,2022,7,30,5,211,30,1,0,1,1,90,0.5,1,76623
2022-07-31,2022,7,31,6,212,30,1,0,1,1,85,0.5,0,68012
2022-08-01,2022,8,1,0,213,31,0,0,1,1,87,0.55,1,46293
2022-08-02,2022,8,2,1,214,31,0,0,1,1,89,0.55,0,44108
2022-08-03,2022,8,3,2,215,31,0,0,1,1,86,0.55,1,48542
2022-08-04,2022,8,4,3,216,31,0,0,1,1,87,0.55,1,35256
2022-08-05,2022,8,5,4,217,31,0,0,1,1,85,0.55,0,62059
2022-08-06,2022,8,6,5,218,31,1,0,1,1,91,0.55,0,61493
2022-08-07,2022,8,7,6,219,31,1,0,1,1,92,0.55,1,66851
2022-08-08,2022,8,8,0,220,32,0,0,1,1,91,0.55,0,44358
2022-08-09,2022,8,9,1,221,32,0,0,1,1,89,0.55,1,39344
2022-08-10,2022,8,10,2,222,32,0,0,1,1,92,0.55,1,45418
2022-08-11,2022,8,11,3,223,32,0,0,1,1,84,0.55,0,48528
2022-08-12,2022,8,12,4,224,32,0,0,1,1,89,0.55,1,39679
2022-08-13,2022,8,13,5,225,32,1,0,1,1,89,0.55,1,70620
2022-08-14,2022,8,14,6,226,32,1,0,1,1,93,0.55,1,68832
2022-08-15,2022,8,15,0,227,33,0,0,1,1,87,0.55,0,42520
2022-08-16,2022,8,16,1,228,33,0,0,1,1,91,0.55,1,39023
2022-08-17,2022,8,17,2,229,33,0,0,1,1,93,0.55,0,44061
2022-08-18,2022,8,18,3,230,33,0,0,1,1,85,0.55,0,43113
2022-08-19,2022,8,19,4,231,33,0,0,1,1,86,0.55,1,54602
2022-08-20,2022,8,20,5,232,33,1,0,1,1,83,0.55,0,66082
2022-08-21,2022,8,21,6,233,33,1,0,1,1,88,0.55,0,51903
2022-08-22,2022,8,22,0,234,34,0,0,1,1,86,0.55,1,40213
2022-08-23,2022,8,23,1,235,34,0,0,1,1,83,0.55,1,30591
2022-08-24,2022,8,24,2,236,34,0,0,1,1,84,0.55,1,24725
2022-08-25,2022,8,25,3,237,34,0,0,1,1,85,0.55,0,41134
2022-08-26,2022,8,26,4,238,34,0,0,1,1,91,0.55,0,55849
2022-08-27,2022,8,27,5,239,34,1,0,1,1,90,0.55,1,71972
2022-08-28,2022,8,28,6,240,34,1,0,1,1,89,0.55,1,57947
2022-08-29,2022,8,29,0,241,35,0,0,1,1,93,0.55,1,45244
2022-08-30,2022,8,30,1,242,35,0,0,1,1,86,0.55,0,43230
2022-08-31,2022,8,31,2,243,35,0,0,1,1,83,0.55,1,43126
2022-09-01,2022,9,1,3,244,35,0,0,0,0,87,0.45,0,21772
2022-09-02,2022,9,2,4,245,35,0,0,0,0,83,0.45,1,26446
2022-09-03,2022,9,3,5,246,35,1,0,0,0,82,0.45,0,38396
2022-09-04,2022,9,4,6,247,35,1,0,0,0,88,0.45,0,28923
2022-09-05,2022,9,5,0,248,36,0,1,0,0,89,0.45,0,24439
2022-09-06,2022,9,6,1,249,36,0,0,0,0,83,0.45,1,21242
2022-09-07,2022,9,7,2,250,36,0,0,0,0,83,0.45,0,19450
2022-09-08,2022,9,8,3,251,36,0,0,0,0,88,0.45,1,22797
2022-09-09,2022,9,9,4,252,36,0,0,0,0,90,0.45,1,25164
2022-09-10,2022,9,10,5,253,36,1,0,0,0,81,0.45,0,33742
2022-09-11,2022,9,11,6,254,36,1,0,0,0,84,0.45,0,26698
2022-09-12,2022,9,12,0,255,37,0,0,0,0,83,0.45,1,26583
2022-09-13,2022,9,13,1,256,37,0,0,0,0,88,0.45,1,18948
2022-09-14,2022,9,14,2,257,37,0,0,0,0,84,0.45,0,20339
2022-09-15,2022,9,15,3,258,37,0,0,0,0,88,0.45,0,24857
2022-09-16,2022,9,16,4,259,37,0,0,0,0,90,0.45,1,26149
2022-09-17,2022,9,17,5,260,37,1,0,0,0,88,0.45,0,27120
2022-09-18,2022,9,18,6,261,37,1,0,0,0,81,0.45,1,27834
2022-09-19,2022,9,19,0,262,38,0,0,0,0,88,0.45,0,20834
2022-09-20,2022,9,20,1,263,38,0,0,0,0,82,0.45,0,17102
2022-09-21,2022,9,21,2,264,38,0,0,0,0,83,0.45,1,24380
2022-09-22,2022,9,22,3,265,38,0,0,0,0,80,0.45,0,20971
2022-09-23,2022,9,23,4,266,38,0,0,0,0,80,0.45,0,29352
2022-09-24,2022,9,24,5,267,38,1,0,0,0,80,0.45,0,33734
2022-09-25,2022,9,25,6,268,38,1,0,0,0,88,0.45,0,32831
2022-09-26,2022,9,26,0,269,39,0,0,0,0,90,0.45,0,24872
2022-09-27,2022,9,27,1,270,39,0,0,0,0,87,0.45,1,22159
2022-09-28,2022,9,28,2,271,39,0,0,0,0,84,0.45,1,21524
2022-09-29,2022,9,29,3,272,39,0,0,0,0,84,0.45,1,22409
2022-09-30,2022,9,30,4,273,39,0,0,0,0,88,0.45,0,25549
2022-10-01,2022,10,1,5,274,39,1,0,0,0,75,0.25,0,35586
2022-10-02,2022,10,2,6,275,39,1,0,0,0,75,0.25,0,40720
2022-10-03,2022,10,3,0,276,40,0,0,0,0,79,0.25,1,26862
2022-10-04,2022,10,4,1,277,40,0,0,0,0,81,0.25,0,22116
2022-10-05,2022,10,5,2,278,40,0,0,0,0,78,0.25,0,25849
2022-10-06,2022,10,6,3,279,40,0,0,0,0,74,0.25,0,31196
2022-10-07,2022,10,7,4,280,40,0,0,0,0,73,0.25,0,38567
2022-10-08,2022,10,8,5,281,40,1,0,0,0,74,0.25,1,37914
2022-10-09,2022,10,9,6,282,40,1,0,0,0,73,0.25,0,41733
2022-10-10,2022,10,10,0,283,41,0,1,0,0,82,0.25,0,19008
2022-10-11,2022,10,11,1,284,41,0,0,0,0,82,0.25,1,25066
2022-10-12,2022,10,12,2,285,41,0,0,0,0,81,0.25,0,30354
2022-10-13,2022,10,13,3,286,41,0,0,0,0,82,0.25,0,20064
2022-10-14,2022,10,14,4,287,41,0,0,0,0,80,0.25,0,30836
2022-10-15,2022,10,15,5,288,41,1,0,0,0,79,0.25,0,40635
2022-10-16,2022,10,16,6,289,41,1,0,0,0,75,0.25,1,26620
2022-10-17,2022,10,17,0,290,42,0,0,0,0,80,0.25,0,27718
2022-10-18,2022,10,18,1,291,42,0,0,0,0,74,0.25,0,21916
2022-10-19,2022,10,19,2,292,42,0,0,0,0,74,0.25,1,16809
2022-10-20,2022,10,20,3,293,42,0,0,0,0,83,0.25,0,24750
2022-10-21,2022,10,21,4,294,42,0,0,0,0,82,0.25,1,32062
2022-10-22,2022,10,22,5,295,42,1,0,0,0,75,0.25,0,43126
2022-10-23,2022,10,23,6,296,42,1,0,0,0,79,0.25,1,34994
2022-10-24,2022,10,24,0,297,43,0,0,0,0,73,0.25,1,25381
2022-10-25,2022,10,25,1,298,43,0,0,0,0,80,0.25,0,20784
2022-10-26,2022,10,26,2,299,43,0,0,0,0,79,0.25,1,24220
2022-10-27,2022,10,27,3,300,43,0,0,0,0,76,0.25,0,27175
2022-10-28,2022,10,28,4,301,43,0,0,0,0,77,0.25,1,29012
2022-10-29,2022,10,29,5,302,43,1,0,0,0,82,0.25,0,34221
2022-10-30,2022,10,30,6,303,43,1,0,0,0,73,0.25,1,37327
2022-10-31,2022,10,31,0,304,44,0,0,0,0,76,0.25,1,29223
2022-11-01,2022,11,1,1,305,44,0,0,0,0,65,0.18,0,31017
2022-11-02,2022,11,2,2,306,44,0,0,0,0,65,0.18,0,28931
2022-11-03,2022,11,3,3,307,44,0,0,0,0,74,0.18,0,31701
2022-11-04,2022,11,4,4,308,44,0,0,0,0,65,0.18,0,34725
2022-11-05,2022,11,5,5,309,44,1,0,0,0,71,0.18,1,41332
2022-11-06,2022,11,6,6,310,44,1,0,0,0,71,0.18,0,40157
2022-11-07,2022,11,7,0,311,45,0,0,0,0,68,0.18,1,29496
2022-11-08,2022,11,8,1,312,45,0,0,0,0,66,0.18,0,28010
2022-11-09,2022,11,9,2,313,45,0,0,0,0,67,0.18,0,32986
2022-11-10,2022,11,10,3,314,45,0,0,0,0,72,0.18,0,30194
2022-11-11,2022,11,11,4,315,45,0,1,0,0,72,0.18,0,38901
2022-11-12,2022,11,12,5,316,45,1,0,0,0,75,0.18,1,46908
2022-11-13,2022,11,13,6,317,45,1,0,0,0,75,0.18,0,41727
2022-11-14,2022,11,14,0,318,46,0,0,0,0,70,0.18,0,28729
2022-11-15,2022,11,15,1,319,46,0,0,0,0,74,0.18,0,29096
2022-11-16,2022,11,16,2,320,46,0,0,0,0,73,0.18,1,27187
2022-11-17,2022,11,17,3,321,46,0,0,0,0,75,0.18,0,34739
2022-11-18,2022,11,18,4,322,46,0,0,0,0,73,0.18,0,42695
